date,index1,index2,loss_profits,pred_date,prediction,real,accuracy
2017-10-19,325.25,332.4499997,7.199999722,2017-11-16,0.918194175,2.213681698,
2017-10-20,327.4,332.1,-4.699999983,2017-11-17,-0.595885515,1.435552835,
2017-10-23,328.2,330.6,-2.40000002,2017-11-20,-0.605947256,0.731261432,
2017-10-24,327.7,331.9999999,-4.299999935,2017-11-21,-0.347255588,1.312175751,
2017-10-25,327.9,333.7,-5.800000024,2017-11-22,-1.862552881,1.768831968,
2017-10-26,324.9,332.6000003,-7.700000266,2017-11-23,-2.416983604,2.36996007,
2017-10-27,328,333.3999999,-5.399999933,2017-11-24,-1.605970144,1.646341443,
2017-10-30,328.6,327.05,1.549999974,2017-11-27,-0.777050674,-0.471698105,
2017-10-31,332.2,328.8499999,3.350000118,2017-11-28,-1.709591627,-1.008428693,
2017-11-01,337.7,328.8500004,8.84999964,2017-11-29,-2.175530434,-2.620669127,
2017-11-02,336.2,323.3999998,12.80000023,2017-11-30,-1.342323303,-3.807257652,
2017-11-03,337.5,323.0000006,14.4999994,2017-12-01,-2.19035244,-4.29629612,
2017-11-06,335.3,326.15,9.149999953,2017-12-04,-1.226628184,-2.728899479,
2017-11-07,334.9,327.75,7.149999989,2017-12-05,-1.674818993,-2.134965658,
2017-11-08,336.4,322.8000001,13.59999988,2017-12-06,-1.592337608,-4.042806149,
2017-11-09,334.8,321.8499998,12.95000024,2017-12-07,-0.65105927,-3.867980957,
2017-11-10,334.05,322.5500002,11.49999976,2017-12-08,-1.201276302,-3.442598343,
2017-11-13,332.7,322.6500003,10.04999971,2017-12-11,-0.172302604,-3.020739317,
2017-11-14,332.45,321.5999997,-10.85000026,2017-12-12,0.245112896,-3.263648748,
2017-11-15,330.3,323.9999999,-6.300000097,2017-12-13,0.782010555,-1.907356977,
2017-11-16,332.45,325.4499998,-7.000000221,2017-12-14,0.892768443,-2.105579853,
2017-11-17,332.1,323.9000001,-8.199999863,2017-12-15,0.266989231,-2.469135761,
2017-11-20,330.6,325.2999999,-5.30000014,2017-12-18,0.223312855,-1.603145838,
2017-11-21,332,325,6.999999962,2017-12-19,-1.875502944,-2.108433723,
2017-11-22,333.7,324.7000003,8.999999678,2017-12-20,-3.85430789,-2.697033167,
2017-11-23,332.6,318.0000007,14.59999925,2017-12-21,-1.851551175,-4.389657021,
2017-11-24,333.4,319.6500003,13.74999969,2017-12-22,-0.853838801,-4.124175072,
2017-11-27,327.05,318.6,8.450000016,2017-12-26,-0.477030754,-2.583702803,
2017-11-28,328.85,322.3500001,6.499999873,2017-12-27,-0.924170613,-1.976585031,
2017-11-29,328.85,326.8,2.050000044,2017-12-28,-1.710778475,-0.623384535,
2017-11-30,323.4,327.65,4.249999959,2018-01-02,0.481272042,1.314162016,
2017-12-01,323,328.8500001,-5.850000107,2018-01-03,-0.61314559,1.811145544,
2017-12-04,326.15,326.15,0,2018-01-04,-1.225267768,0,
2017-12-05,327.75,330.1,2.349999954,2018-01-05,0.253910422,0.717009902,
2017-12-06,322.8,332.4000004,-9.600000352,2018-01-08,-0.458735883,2.973977804,
2017-12-07,321.85,331.5999999,-9.749999944,2018-01-09,-1.229378104,3.029361486,
2017-12-08,322.55,328.9999999,6.449999891,2018-01-10,0.083178759,1.999689937,
2017-12-11,322.65,327.6500002,5.000000193,2018-01-11,1.613510847,1.549666882,
2017-12-12,321.6,327.9999999,6.399999899,2018-01-12,2.827862978,1.99004972,
2017-12-13,324,328.4500001,4.450000148,2018-01-15,3.498935223,1.373456836,
2017-12-14,325.45,331.6500001,6.200000096,2018-01-16,4.400692463,1.905054569,
2017-12-15,323.9,330.3499998,6.449999817,2018-01-17,3.203338385,1.9913553,
2017-12-18,325.3,330.5499999,5.24999985,2018-01-18,1.990503073,1.61389482,
2017-12-19,325,330.7499999,5.749999851,2018-01-19,1.406037331,1.769230723,
2017-12-20,324.7,327.4000001,2.700000085,2018-01-22,2.843935728,0.831536829,
2017-12-21,318,332.3999995,14.39999946,2018-01-23,2.49122858,4.528301716,
2017-12-22,319.65,332.7499994,13.09999945,2018-01-24,2.483186722,4.098232269,
2017-12-26,318.6,335.4500006,16.85000058,2018-01-25,2.224598408,5.288763523,
2017-12-27,322.35,337.1000004,14.75000043,2018-01-26,2.361231327,4.575771809,
2017-12-28,326.8,339.6500001,12.85000014,2018-01-29,0.894812584,3.932068586,
2018-01-02,327.65,335.0499998,7.399999792,2018-01-30,0.322706223,2.25850749,
2018-01-03,328.85,335.5999999,-6.749999883,2018-01-31,-0.064455688,2.052607536,
2018-01-04,326.15,334.8000002,8.650000169,2018-02-01,0.363194823,2.652153969,
2018-01-05,330.1,328.55,1.55000004,2018-02-02,-0.66436708,-0.469554693,
2018-01-08,332.4,324.1499996,8.250000363,2018-02-05,-0.216576219,-2.481949568,
2018-01-09,331.6,318.8,12.79999999,2018-02-06,-0.108676076,-3.860072374,
2018-01-10,329,310.6500003,18.34999966,2018-02-07,-0.815938711,-5.577507496,
2018-01-11,327.65,313.6500006,-13.99999939,2018-02-08,0.114139438,-4.272851944,
2018-01-12,328,305,22.99999996,2018-02-09,-0.148738027,-7.01219511,
2018-01-15,328.45,309.2499995,-19.20000048,2018-02-12,0.602049351,-5.845638752,
2018-01-16,331.65,312.5500003,-19.09999967,2018-02-13,0.027962323,-5.759083271,
2018-01-17,330.35,315.4499997,-14.90000026,2018-02-14,0.407079935,-4.51036787,
2018-01-18,330.55,317.4000001,-13.14999986,2018-02-19,0.114823818,-3.978218079,
2018-01-19,330.75,313.1500004,-17.59999955,2018-02-20,0.460816622,-5.321239471,
2018-01-22,327.4,315.2000001,-12.19999987,2018-02-21,1.268871188,-3.726328611,
2018-01-23,332.4,312.9999997,-19.40000034,2018-02-22,0.400765419,-5.836341858,
2018-01-24,332.75,318.1000001,-14.64999994,2018-02-23,1.090045571,-4.402704716,
2018-01-25,335.45,318.2499994,-17.2000006,2018-02-26,0.030961271,-5.127440929,
2018-01-26,337.1,316.9,-20.20000001,2018-02-27,0.040812727,-5.992287159,
2018-01-29,339.65,313.5999995,26.0500005,2018-02-28,-0.80605185,-7.669660091,
2018-01-30,335.05,309.3000002,-25.74999983,2018-03-02,1.395379663,-7.685420036,
2018-01-31,335.6,305.0000015,-30.5999985,2018-03-05,0.783631444,-9.117997169,
2018-02-01,334.8,311.4499992,-23.35000079,2018-03-06,2.324641466,-6.974313259,
2018-02-02,328.55,311.5999992,-16.95000077,2018-03-07,3.730884552,-5.159032345,
2018-02-05,324.15,314.7499998,-9.400000215,2018-03-08,3.435938597,-2.899892092,
2018-02-06,318.8,318.25,-0.55000002,2018-03-09,2.700805426,-0.172521964,
2018-02-07,310.65,321.25,10.59999996,2018-03-12,2.834697962,3.412200212,
2018-02-08,313.65,322.6500003,9.000000303,2018-03-13,2.01377964,2.869440556,
2018-02-09,305,322.7000007,17.70000072,2018-03-14,2.510594368,5.803278923,
2018-02-12,309.25,323.9999995,14.74999953,2018-03-15,3.277592659,4.769603729,
2018-02-13,312.55,323.1499999,10.59999985,2018-03-16,2.939658165,3.391457319,
2018-02-14,315.45,320.9999999,5.549999881,2018-03-19,4.375434875,1.759391308,
2018-02-19,317.4,322.45,5.04999998,2018-03-20,3.795325518,1.591052294,
2018-02-20,313.15,322.7500001,9.600000059,2018-03-21,3.816950321,3.065623522,
2018-02-21,315.2,323.2500003,8.050000275,2018-03-22,3.848174334,2.553934097,
2018-02-22,313,312.65,-0.349999997,2018-03-23,3.639790297,-0.111821085,
2018-02-23,318.1,315.65,-2.449999988,2018-03-26,3.450904369,-0.770198047,
2018-02-26,318.25,316.3,-1.95000003,2018-03-27,2.227822065,-0.612725854,
2018-02-27,316.9,311.8000002,-5.09999982,2018-03-28,1.894507647,-1.609340429,
2018-02-28,313.6,315.6,1.999999981,2018-03-29,1.709388971,0.637755096,
2018-03-02,309.3,315.7000003,6.400000324,2018-03-30,2.075051069,2.069188595,
2018-03-05,305,314.6000002,9.600000191,2018-04-02,3.062638044,3.147541046,
2018-03-06,311.45,313.95,2.500000001,2018-04-03,2.823781013,0.802697062,
2018-03-07,311.6,308.7000001,-2.899999923,2018-04-04,3.105520487,-0.930680335,
2018-03-08,314.75,314.1,-0.650000004,2018-04-05,2.127432346,-0.206513107,
2018-03-09,318.25,312.3500002,-5.899999809,2018-04-06,1.012331367,-1.853888392,
2018-03-12,321.25,314.1000003,-7.14999966,2018-04-09,0.667268574,-2.225680828,
2018-03-13,322.65,314.5999998,8.050000204,2018-04-10,-0.382232189,-2.494963646,
2018-03-14,322.7,313.6000002,-9.099999758,2018-04-11,1.998552084,-2.819956541,
2018-03-15,324,312.8999999,-11.10000014,2018-04-12,1.440249801,-3.42592597,
2018-03-16,323.15,315.6000003,-7.549999659,2018-04-13,2.090310335,-2.33637619,
2018-03-19,321,315.45,-5.549999986,2018-04-16,2.64111352,-1.728971958,
2018-03-20,322.45,315.5500002,-6.899999821,2018-04-17,1.507181644,-2.13986659,
2018-03-21,322.75,318.7499999,-4.000000076,2018-04-18,1.714201331,-1.239349365,
2018-03-22,323.25,320.15,-3.100000034,2018-04-19,1.887059927,-0.959010065,
2018-03-23,312.65,318.05,5.399999957,2018-04-20,2.562852144,1.727170944,
2018-03-26,315.65,318.2500001,2.600000053,2018-04-23,3.661307096,0.82369715,
2018-03-27,316.3,316.5,0.200000003,2018-04-24,3.173939228,0.063231111,
2018-03-28,311.8,314.1000001,2.300000063,2018-04-25,3.834941149,0.737652361,
2018-03-29,315.6,318.6,3.000000009,2018-04-26,3.464692593,0.950570345,
2018-03-30,315.7,321.2999999,5.599999928,2018-04-27,2.764409304,1.773835897,
2018-04-02,314.6,322.8,8.199999964,2018-04-30,1.991836905,2.606484413,
2018-04-03,313.95,320.8999997,6.949999651,2018-05-02,1.687171578,2.213728189,
2018-04-04,308.7,319.1499999,10.44999987,2018-05-03,3.029925823,3.385163546,
2018-04-05,314.1,317.5999999,3.499999864,2018-05-04,1.422982812,1.114294767,
