date,loss_profits,pred_date,prediction,real,std_index
2017-12-01,1.8706386870263678,2018-03-02,5.773219585418701,7.724855422973633,9.59549411
2017-12-04,1.2626992060708009,2018-03-05,5.469130992889404,8.0562162399292,9.318915446
2017-12-05,0.8249676387939449,2018-03-06,5.687671184539795,8.178632736206055,9.003600375
2017-12-06,0.35747722672705073,2018-03-07,5.467739582061768,8.27783489227295,8.635312119
2017-12-07,0.044095883189941176,2018-03-08,5.693801403045654,8.337492942810059,8.381588826
2017-12-08,-0.2426994542592773,2018-03-09,5.493366718292236,8.355002403259277,8.112302949
2017-12-11,-0.43652558202001934,2018-03-12,6.315547943115234,8.35680103302002,7.920275451
2017-12-12,-0.6336877770200191,2018-03-13,5.792818546295166,8.35680103302002,7.723113256
2017-12-13,-0.8705228968959959,2018-03-14,6.09005069732666,8.355788230895996,7.485265334
2017-12-14,-1.070808540895996,2018-03-15,6.038681983947754,8.355788230895996,7.28497969
2017-12-15,-1.2452615621840826,2018-03-16,5.327621936798096,8.348759651184082,7.1034980889999995
2017-12-18,-1.3107801576787113,2018-03-19,5.9060821533203125,8.349569320678711,7.038789163
2017-12-19,-1.3826178785131837,2018-03-20,5.683429718017578,8.342650413513184,6.960032535
2017-12-20,-1.4630829153720697,2018-03-21,5.73345947265625,8.33702278137207,6.873939866000001
2017-12-21,-1.4740557881928709,2018-03-22,5.577356815338135,8.333052635192871,6.858996847
2017-12-22,-1.637472311530762,2018-03-23,6.582601070404053,8.403033256530762,6.765560945
2017-12-25,1.7662251918349607,2018-03-26,6.674326419830322,8.437520980834961,6.671295789
2017-12-26,1.9294369147207036,2018-03-27,6.9636006355285645,8.463977813720703,6.534540899
2017-12-27,2.2224466521225583,2018-03-28,6.430589199066162,8.550505638122559,6.328058986
2017-12-28,-2.4914957801601565,2018-03-29,5.895837306976318,8.588783264160156,6.097287484
2017-12-29,2.6647918324272464,2018-03-30,5.987303733825684,8.603652000427246,5.938860168
2018-01-01,2.857368320482422,2018-04-02,6.2947678565979,8.628093719482422,5.770725399
2018-01-02,3.064177344493652,2018-04-03,6.208499908447266,8.656851768493652,5.592674424
2018-01-03,3.358526832958008,2018-04-04,6.169760227203369,8.764497756958008,5.405970924
2018-01-04,3.552696646178223,2018-04-05,6.566648483276367,8.755715370178223,5.203018724
2018-01-05,3.8022780285239257,2018-04-06,6.7441020011901855,8.796109199523926,4.993831171
2018-01-08,3.9659736121918945,2018-04-09,6.351340293884277,8.756672859191895,4.790699247
2018-01-09,3.918200318812988,2018-04-10,6.408369541168213,8.660382270812988,4.742181952
2018-01-10,3.8598080358632814,2018-04-11,7.333364963531494,8.582221984863281,4.722413949
2018-01-11,3.8319933909511725,2018-04-12,7.052647113800049,8.552104949951172,4.720111558999999
2018-01-12,3.794351745887207,2018-04-13,7.119467258453369,8.510167121887207,4.715815376
2018-01-15,3.7471274146870117,2018-04-16,7.565873622894287,8.459734916687012,4.712607502
2018-01-16,3.6658458040415036,2018-04-17,7.296435356140137,8.396531105041504,4.730685301
2018-01-17,3.5156407183652343,2018-04-18,6.990045547485352,8.251583099365234,4.735942381
2018-01-18,3.401268565889648,2018-04-19,6.780813217163086,8.130804061889648,4.7295354960000004
2018-01-19,3.2612805881743165,2018-04-20,7.175572872161865,7.999024391174316,4.737743803
2018-01-22,3.1163094538327636,2018-04-23,7.384297847747803,7.855510234832764,4.739200781
2018-01-23,3.0145328706752936,2018-04-24,6.962398529052734,7.779505729675293,4.764972858999999
2018-01-24,2.7994065204599607,2018-04-25,7.460208415985107,7.594015121459961,4.794608601
2018-01-25,2.5196069467192386,2018-04-26,8.108110427856445,7.368939399719238,4.849332453
2018-01-26,2.0871041561625976,2018-04-27,7.666232585906982,7.047310829162598,4.960206673
2018-01-29,1.508103446482422,2018-04-30,8.189289093017578,6.647624969482422,5.139521523
2018-01-30,0.8997434793632815,2018-05-01,9.24243450164795,6.079292297363281,5.179548818
2018-01-31,0.5433772054030763,2018-05-02,9.239350318908691,5.674190044403076,5.130812839
2018-02-01,0.07857701169409115,2018-05-03,9.036008834838867,5.181457042694092,5.102880031000001
2018-02-02,-0.32538515802661117,2018-05-04,9.135440826416016,4.662791728973389,4.988176887
2018-02-05,-0.5406488032517087,2018-05-07,9.149099349975586,4.412722110748291,4.953370914
2018-02-06,-0.7350366494916996,2018-05-08,9.326789855957031,4.302548408508301,5.037585058
2018-02-07,-1.1072410715878904,2018-05-09,9.209756851196289,4.290859222412109,5.398100294
2018-02-08,-1.3766025896896972,2018-05-10,10.319934844970703,4.238423824310303,5.615026414
2018-02-09,-1.9841583839467773,2018-05-11,10.335952758789062,4.238869667053223,6.223028051
2018-02-12,-2.566900519366211,2018-05-14,10.830958366394043,4.004068374633789,6.570968894
2018-02-13,-2.8602636388770746,2018-05-15,9.711862564086914,3.907273054122925,6.767536692999999
2018-02-14,-3.0128273910072014,2018-05-16,9.333527565002441,3.876152276992798,6.888979667999999
2018-02-15,-3.093589314584106,2018-05-17,10.655050277709961,3.8817527294158936,6.975342044
2018-02-16,-3.1756472715766595,2018-05-18,10.239956855773926,3.88016414642334,7.055811417999999
2018-02-19,-3.227913407027832,2018-05-21,9.939041137695312,3.877863883972168,7.105777291
2018-02-20,-3.3480193562763665,2018-05-22,10.056852340698242,3.876710891723633,7.224730247999999
2018-02-21,-3.3952079354892577,2018-05-23,9.0535888671875,3.858732223510742,7.253940159
2018-02-22,-3.484949819915405,2018-05-24,10.793008804321289,3.8566324710845947,7.341582291
2018-02-23,-3.4697725254027105,2018-05-25,9.157947540283203,3.83492112159729,7.304693647000001
2018-02-26,-3.4945136100174556,2018-05-28,7.829537868499756,3.843695878982544,7.338209489
2018-02-27,-3.5334605243729245,2018-05-29,7.78879976272583,3.840285539627075,7.373746064
2018-02-28,-3.499154070616944,2018-05-30,7.912558078765869,3.9658265113830566,7.464980582000001
2018-03-01,-3.549518058130859,2018-05-31,8.321044921875,4.024875640869141,7.574393699
2018-03-02,3.745777080000976,2018-06-01,7.493139743804932,4.038854598999023,7.784631678999999
2018-03-05,4.164506913103393,2018-06-04,6.447987079620361,3.9464943408966064,8.111001254
2018-03-06,4.544796334471435,2018-06-05,6.631862163543701,3.6764912605285645,8.221287595
2018-03-07,4.718589811973022,2018-06-06,6.677099704742432,3.6236631870269775,8.342252999
2018-03-08,4.835041764395752,2018-06-07,6.757181644439697,3.566627025604248,8.40166879
2018-03-09,4.850371728067383,2018-06-08,6.189111232757568,3.569639205932617,8.420010934
2018-03-12,4.855701340017335,2018-06-11,5.121572971343994,3.566133975982666,8.421835316000001
2018-03-13,4.896129558087036,2018-06-12,5.6049041748046875,3.524683713912964,8.420813272
2018-03-14,4.969921717672118,2018-06-13,5.700750350952148,3.449197292327881,8.41911901
2018-03-15,4.986896063224487,2018-06-14,6.414793491363525,3.4265739917755127,8.413470055
2018-03-16,5.028252355935059,2018-06-15,5.745999813079834,3.3839426040649414,8.41219496
2018-03-19,4.937854923196166,2018-06-18,4.711140155792236,3.469712495803833,8.407567419
2018-03-20,4.599800476693604,2018-06-19,5.0410685539245605,3.8020453453063965,8.401845822
2018-03-21,4.470998099734741,2018-06-20,6.339599132537842,3.926344156265259,8.397342256
2018-03-22,4.205976651602784,2018-06-21,7.324071407318115,4.172942638397217,8.37891929
2018-03-23,4.213199794219726,2018-06-22,7.189059734344482,4.248144149780273,8.461343944
2018-03-26,4.060818352426269,2018-06-25,6.801046371459961,4.4356184005737305,8.496436753
2018-03-27,3.8690939370795885,2018-06-26,6.318869113922119,4.64809513092041,8.517189067999999
2018-03-28,3.7452156196113275,2018-06-27,6.469105243682861,4.871807098388672,8.617022718
2018-03-29,3.466988406026367,2018-06-28,5.923999309539795,5.168214797973633,8.635203204
2018-03-30,3.2356863002409675,2018-06-29,6.096627235412598,5.413055896759033,8.648742197
2018-04-02,2.727668508519532,2018-07-02,6.2261457443237305,5.944084167480469,8.671752676
2018-04-03,2.31004363252417,2018-07-03,5.768045902252197,6.38010835647583,8.690151989
2018-04-04,1.9529652642314463,2018-07-04,6.494937896728516,6.827680587768555,8.780645852000001
2018-04-05,1.560423963486084,2018-07-05,5.982092380523682,7.239778995513916,8.800202959
2018-04-06,1.2116574493613275,2018-07-06,5.879296779632568,7.575420379638672,8.787077829
2018-04-09,0.8941727713908705,2018-07-09,5.535580635070801,7.803994655609131,8.698167427000001
2018-04-10,0.6143743625456555,2018-07-10,5.92167854309082,7.996628284454346,8.611002647000001
2018-04-11,0.35447331887744227,2018-07-11,5.827333927154541,8.220427513122559,8.574900832
2018-04-12,0.146800386446289,2018-07-12,6.1772589683532715,8.414754867553711,8.561555254
2018-04-13,-0.017900802676757976,2018-07-13,6.294555187225342,8.528841018676758,8.510940216
2018-04-16,-0.1916279860424801,2018-07-16,5.872030735015869,8.64087963104248,8.449251645
2018-04-17,-0.4478865365410165,2018-07-17,6.067276477813721,8.763614654541016,8.315728118
2018-04-18,-0.6901997313388666,2018-07-18,6.667396545410156,8.882688522338867,8.192488791
2018-04-19,-0.9161530354838874,2018-07-19,7.140735149383545,8.977038383483887,8.060885348
